date;Tn;Tx;Tavg;RH_avg;RR;ss;ff_x;ddd_x;ff_avg;cat_ddd;category_region;flood
28/05/2017;28;31,2;29,4;75;0;2,7;4;60;1;2;0;0
31/05/2017;26;33,6;29,7;73;0;1,2;8;260;3;1;0;0
05/06/2017;27;33;29,6;74;0;6,3;3;330;2;3;0;0
06/06/2017;24;32,6;28,6;76;55;2,4;4;80;2;1;0;0
08/06/2017;27;33,4;29,4;73;0;7,9;6;150;3;6;0;0
10/06/2017;27;32,5;29,4;77;0;8,7;4;50;2;2;0;0
11/06/2017;27;31,8;29,1;76;0,1;5,3;3;10;1;2;0;0
12/06/2017;27;33;29,5;76;0;2,7;4;50;2;2;0;0
14/06/2017;23;30,7;27,7;80;21,9;3,4;4;90;1;2;0;0
15/06/2017;25;31,5;29;76;0;2,2;6;70;2;1;0;0
16/06/2017;24;32,7;29;77;21,5;0,9;6;80;3;1;0;0
21/06/2017;27;33;29,2;72;0;7,9;4;250;2;1;0;0
27/06/2017;24;31,4;27,3;81;11,5;3;4;70;2;6;0;0
09/07/2017;27;31,8;29,3;72;0;0;5;250;2;2;0;0
15/07/2017;27;32;29;67;0;0,5;5;60;1;2;0;0
22/07/2017;27;34;29,4;72;0,1;5,1;5;70;2;2;0;0
24/07/2017;27;33,2;28,6;74;0;5;4;40;1;2;0;0
30/07/2017;27;33,6;29,3;74;0;7,9;5;50;2;2;0;0
02/08/2017;25;33;28,4;65;0;5,4;6;50;2;2;0;0
05/08/2017;26;32,6;28,7;70;0;8,3;4;40;2;2;0;0
07/08/2017;27;32,7;29,1;72;0;7,3;5;50;3;6;0;0
10/08/2017;25;31,8;28,7;72;0;2,8;4;40;1;2;0;0
12/08/2017;27;31,6;29;74;0;5,8;5;40;2;3;0;0
14/08/2017;27;32;29,1;74;0;1,8;4;350;1;2;0;0
18/08/2017;26;32,6;29,3;63;0;3,3;6;70;4;6;0;0
20/08/2017;26;32,6;28,7;69;0;5,3;5;80;2;2;0;0
22/08/2017;27;31,9;28,6;67;0;6,7;4;30;1;2;0;0
30/08/2017;25;30,8;27,7;75;1,9;0;5;40;2;2;0;0
11/09/2017;26;32,1;29,1;77;2,5;9,4;4;20;1;2;0;0
16/09/2017;28;34,2;30,5;62;0;10,1;7;70;3;1;0;0
24/09/2017;27;30,4;28,5;72;0;9,3;3;40;1;2;0;0
26/09/2017;27;32,5;30;70;0;7,7;5;110;3;1;0;0
28/09/2017;24;31,5;27,9;80;43,2;0;4;50;1;2;0;0
29/09/2017;25;32,2;29,5;76;3,4;5,9;5;40;2;2;0;0
30/09/2017;27;32,3;29,7;72;4,4;8,2;4;40;2;2;0;0
01/10/2017;27;33;28,3;79;0;8,8;5;220;1;2;0;0
02/10/2017;24;32,3;28,9;76;21;3,1;5;50;2;2;0;0
06/10/2017;28;32,1;29,9;73;0,1;9,9;4;30;2;2;0;0
09/10/2017;27;32,8;29,9;71;0;5,2;4;40;1;2;0;0
10/10/2017;27;32;29,1;76;0;4,7;3;320;1;2;0;0
14/10/2017;27;33;30,2;69;0;10;4;30;2;2;0;0
15/10/2017;27;33;29,8;68;1,2;7,2;4;40;2;2;0;0
16/10/2017;28;33,4;29,3;72;0;6,8;4;210;1;2;0;0
20/10/2017;26;32,2;29,2;77;2,7;3,6;4;40;1;2;0;0
22/10/2017;28;33,1;30,7;70;2,6;7,6;5;40;2;2;0;0
24/10/2017;22;32,2;28,5;80;23,3;6;4;30;1;2;0;0
29/10/2017;26;31,9;28,9;80;10,2;0,7;4;360;1;2;0;0
31/10/2017;28;33,6;30,5;66;0;11,6;5;270;2;2;0;0
07/11/2017;27;28,8;27,9;82;0,8;9,6;6;10;2;2;0;1
08/11/2017;26;31,8;29,3;74;1,6;0;4;360;1;2;0;0
11/11/2017;26;33,3;29,3;71;0;9,6;5;30;2;2;0;0
13/11/2017;27;32,7;28,6;78;0;5,3;4;20;1;2;0;1
14/11/2017;24;33;29;79;39,1;1,1;3;30;2;2;0;0
18/11/2017;26;31,8;28,8;77;3,2;7,7;4;10;1;2;0;0
20/11/2017;25;34,6;30,3;70;14,1;0;6;40;2;3;0;0
26/11/2017;27;30;27,3;83;0,2;4,3;7;30;4;3;0;0
28/11/2017;25;30,8;27,4;78;1,3;0;10;290;5;8;0;0
29/11/2017;25;32,8;28,8;73;0,1;1,8;5;30;2;2;0;0
30/11/2017;25;29,4;26,9;84;7,7;3;10;30;6;3;0;0
01/12/2017;24;31;27,4;74;20,3;0;7;30;4;3;0;0
03/12/2017;26;33,2;29,1;74;0;3,6;7;280;4;3;0;1
05/12/2017;26;33,8;30,1;66;0;7,2;7;280;4;8;0;1
08/12/2017;27;31,6;29,4;72;0;10,5;5;320;2;2;0;1
10/12/2017;27;31;29,5;73;0,4;6,5;5;280;3;8;0;0
11/12/2017;26;32,2;27,6;81;0,2;2,7;7;230;2;2;0;0
13/12/2017;25;30,6;27,3;80;16;0,3;4;260;2;8;0;0
15/12/2017;26;31,5;28,5;74;0;0;3;310;2;8;0;0
18/12/2017;25;30,6;27,9;79;13,6;0,6;5;290;2;8;0;0
21/12/2017;25;29,2;27;84;9;0;6;290;3;8;0;0
22/12/2017;26;31,2;28,1;78;3,6;0,3;6;270;3;8;0;0
25/12/2017;26;35;29;70;0;7,1;7;270;4;8;0;0
27/12/2017;27;31,6;28,7;78;0;7,1;5;280;3;8;0;0
30/12/2017;27;31,4;28,9;80;0;3;4;280;2;8;0;0
01/01/2018;26;34,3;29;77;34,2;7,3;6;270;4;8;0;0
04/01/2018;27;35;29,8;72;0,1;7,7;7;270;3;8;0;1
08/01/2018;27;32,2;29;76;0;0;5;270;2;8;0;0
09/01/2018;27;30,3;28,2;78;0;3,7;3;300;1;4;0;0
11/01/2018;26;32,7;28,4;74;1,3;6,1;8;260;4;8;0;0
14/01/2018;24;30,4;27;79;5,8;3,1;8;270;3;7;0;0
15/01/2018;24;30,2;26;82;8;1,5;5;290;3;8;0;0
16/01/2018;24;30,9;27,3;74;25,3;2,8;6;250;4;8;0;0
18/01/2018;26;26,8;25,6;92;0;1,5;3;280;1;2;0;1
20/01/2018;24;31,1;26,6;82;9,9;0,4;8;230;4;8;0;0
22/01/2018;25;30,2;27,2;80;0;2,4;8;260;4;7;0;0
28/01/2018;26;29,4;26,7;80;3;1,9;9;270;4;8;0;0
30/01/2018;25;31,6;27,7;78;4,2;4,5;7;250;4;8;0;0
01/02/2018;25;31,4;28;82;12;4,5;5;260;2;8;0;1
02/02/2018;25;31,4;28,8;79;1,3;4,5;4;280;2;8;0;0
03/02/2018;24;30,4;28,1;81;56,5;7,3;5;310;2;4;0;0
04/02/2018;25;30,6;27,7;85;22,5;3;6;280;3;8;0;0
07/02/2018;25;30;26,9;83;12,4;3,1;6;270;2;8;0;0
10/02/2018;25;30,5;27,7;78;13,5;5,7;4;270;3;8;0;0
13/02/2018;27;30,7;28,5;75;0;6,2;4;310;2;4;0;0
14/02/2018;26;30,2;27,3;81;9,6;3,4;4;290;2;2;0;0
20/02/2018;25;31,8;27,8;84;4;5,1;5;290;2;2;0;0
22/02/2018;26;29,6;27,4;85;8,2;8;4;270;1;2;0;0
26/02/2018;25;30,4;27,2;85;35,7;8,6;4;290;1;2;0;0
28/02/2018;24;30,4;26,6;87;21,5;6,3;4;270;1;2;0;0
08/03/2018;25;31;27,4;85;14,3;7;3;290;1;2;0;0
09/03/2018;25;31,6;28,3;80;2,6;3,4;6;320;2;8;0;0
10/03/2018;26;31,2;28,4;80;1,9;5,6;3;300;2;4;0;0
17/03/2018;26;29,4;27,1;85;1,2;7,4;3;230;1;2;0;0
19/03/2018;24;31,8;28,1;82;48,5;7,7;4;260;2;8;0;0
20/03/2018;26;33;28,1;79;0;8,7;4;260;2;4;0;0
23/03/2018;26;30,8;28,4;78;3,8;6;3;320;1;2;0;0
03/04/2018;25;32,2;28,6;79;2;7;4;280;2;8;0;0
14/04/2018;28;32,9;29,5;81;0,6;9;4;10;1;2;0;0
19/04/2018;27;33;29,8;77;0;7,1;4;20;1;2;0;0
23/04/2018;25;28,8;26,6;90;29;6,8;3;100;1;2;0;0
24/04/2018;25;30,2;27,7;85;21,1;0;4;80;1;1;0;0
04/05/2018;27;33;29,7;73;0;7,8;4;350;2;2;0;0
08/05/2018;27;33;29,5;72;0;8,7;7;50;3;1;0;0
09/05/2018;27;34,5;30,2;69;0;8,9;5;40;3;1;0;0
14/05/2018;28;34,4;30,6;66;0;7,8;5;50;2;2;0;0
18/05/2018;27;32,2;28,7;79;0,1;1,5;3;30;1;2;0;0
19/05/2018;27;31,8;28,6;81;7,3;6,8;4;20;2;2;0;0
23/05/2018;26;32,8;28,1;82;0,3;8;8;70;2;2;0;0
25/05/2018;26;30,9;27,8;83;7;6,8;4;120;2;1;0;0
31/05/2018;27;33;29,6;75;0,1;8,6;3;360;1;2;0;0
02/06/2018;27;32,2;29,2;75;0;8,8;5;30;2;3;0;0
03/06/2018;27;33,1;29,3;78;0;7,1;5;60;2;1;0;0
07/06/2018;28;32,4;29,5;77;0;7,7;4;30;2;2;0;0
12/06/2018;28;33,2;29,7;73;0;8,3;6;10;2;2;0;0
16/06/2018;26;33,4;29;74;6,8;6;5;60;3;1;0;0
19/06/2018;25;33;28,7;69;0;9,2;7;40;3;3;0;0
23/06/2018;27;32,9;29,4;72;0;6;5;50;2;2;0;0
25/06/2018;25;25,6;24,9;89;4;2,3;4;300;1;2;0;0
28/06/2018;25;31,6;27,5;80;0;4,1;5;20;2;4;0;0
30/06/2018;25;31,6;28,3;76;3;5,7;4;340;1;2;0;0
08/07/2018;25;34,1;28,7;66;0;8,9;5;20;3;1;0;0
22/07/2018;27;33,9;29,1;73;0;6,7;5;30;2;2;0;0
02/08/2018;26;31,7;27,9;70;0;5,8;3;340;1;2;0;0
11/08/2018;25;32,2;28;73;46;7,2;5;10;2;2;0;0
31/08/2018;26;33,2;28,9;72;0;8,7;7;20;2;2;0;0
01/09/2018;24;31;27;80;9,5;9,4;6;20;2;2;0;0
03/09/2018;24;31,9;28,6;75;5,2;8,5;4;10;2;2;0;0
22/09/2018;25;32,4;28,1;75;15;0;5;40;2;2;0;0
25/09/2018;26;32,8;28,8;70;0;9,9;5;30;2;2;0;0
05/10/2018;28;33,6;29,9;71;0;9;5;20;3;1;0;0
20/10/2018;27;33,4;29,7;72;3,7;5,7;4;350;1;2;0;0
23/10/2018;25;32,4;27,7;79;0,8;9,3;5;340;1;2;0;0
24/10/2018;26;33,8;29,3;73;4,2;3,5;6;40;2;2;0;0
27/10/2018;26;32,4;29,1;80;4,9;9,3;3;30;1;2;0;0
29/10/2018;25;32,8;28,7;80;54,1;5,7;4;30;2;2;0;0
30/10/2018;26;32;29;78;0,6;7,1;5;70;2;2;0;0
02/11/2018;26;32,4;29;76;16,6;9,2;4;30;2;2;0;0
07/11/2018;27;32,2;29,2;74;0;8,6;3;110;1;2;0;0
08/11/2018;26;30,6;28,6;81;0,2;2,5;3;10;2;2;0;0
09/11/2018;26;31;27,9;86;7,8;0;5;20;1;2;0;0
10/11/2018;26;33;28,8;77;1,9;2,7;5;70;2;2;0;0
14/11/2018;27;34,6;29,8;68;0;3,6;7;280;4;8;0;0
19/11/2018;28;33;29,5;76;0;2;3;350;1;2;0;0
27/11/2018;25;32,2;28,5;79;33,5;2,3;4;20;1;2;0;1
30/11/2018;25;32,8;27,6;85;8,5;3;3;10;2;8;0;0
10/12/2018;28;33,8;29,5;79;0;2,4;4;10;1;2;0;0
12/12/2018;27;33,4;28,3;82;5,5;7,7;4;150;2;8;0;0
13/12/2018;26;34,2;29,6;75;0,6;1,5;5;330;2;8;0;1
14/12/2018;26;34;29,1;75;2;8,5;6;280;4;8;0;0
15/12/2018;25;32,5;28,9;73;6,9;6,6;8;280;4;8;0;0
16/12/2018;26;36;29,7;69;0;4,5;8;280;3;8;0;0
17/12/2018;27;34,3;30,4;68;0;3,4;5;350;2;0;0;0
19/12/2018;26;34;28,7;77;11,9;6,4;5;320;2;8;0;0
20/12/2018;27;33,8;29,8;70;0;8,8;6;310;4;8;0;0
26/12/2018;25;30,2;26,9;80;3,3;3,1;6;270;4;8;0;0
27/12/2018;25;34;28,9;71;1;0,3;8;280;5;8;0;0
29/12/2018;27;34,2;29,4;72;0;10,3;10;280;7;8;0;0
30/12/2018;27;34,8;30,3;70;0;6,2;11;280;6;8;0;0
02/01/2019;23,8;33;28,2;77;2;0,3;8;280;5;8;0;0
03/01/2019;25;33,6;28,7;70;0,7;7,1;9;270;5;8;0;0
07/01/2019;27,4;33,1;29,9;76;0;10,7;5;20;2;2;0;1
08/01/2019;26,2;33;29;76;1,8;9,7;5;300;2;0;0;0
09/01/2019;26,6;32;28,9;80;1,3;7,2;5;350;2;2;0;1
10/01/2019;24,6;31,5;27,7;84;19,7;5,4;3;300;1;0;0;1
11/01/2019;25;32,8;29;82;41,9;7,2;4;310;2;4;0;0
12/01/2019;25,4;32,2;28,9;80;20,3;9,5;5;310;2;4;0;0
15/01/2019;26;32;28,5;80;2,5;1,7;6;270;4;8;0;0
16/01/2019;26,4;29,6;27,9;84;0;1,5;5;280;3;8;0;0
19/01/2019;26,8;29,6;27,6;82;1,9;0;6;290;2;0;0;1
20/01/2019;25,4;32;28,6;79;8,6;0,8;5;310;2;4;0;1
21/01/2019;26;30,8;27,5;85;1,5;3,9;5;310;3;8;0;1
22/01/2019;24,9;28,8;26,6;88;6,5;1;6;300;2;0;0;1
25/01/2019;24,6;30,2;26,1;89;28,5;8,9;4;270;3;8;0;1
26/01/2019;24,2;30,6;28,3;82;32,1;0;6;300;3;4;0;0
27/01/2019;26;29,8;28,3;82;14,6;2,9;8;320;3;4;0;0
28/01/2019;26,2;30;28,4;82;6,8;0;7;320;3;8;0;0
29/01/2019;24,6;31;28,4;81;14,2;0;6;350;2;0;0;0
30/01/2019;23,8;30,9;27,4;86;127,6;3,9;5;320;2;8;0;1
31/01/2019;25;31;27,1;83;0,5;5,3;7;310;2;8;0;0
01/02/2019;26;31,8;27,4;84;5,5;5,3;5;310;2;8;0;1
02/02/2019;26,2;31,2;28,2;80;1,9;5,1;4;310;3;4;0;1
04/02/2019;27;31,2;28,7;80;0,2;8,7;6;310;3;8;0;0
10/02/2019;27;31,6;28,9;78;0;9,6;7;280;3;8;0;0
11/02/2019;25,8;31,8;27,8;78;4,5;6,6;5;340;2;0;0;0
12/02/2019;26;31;28,3;82;4;6,8;6;320;2;4;0;0
14/02/2019;26,2;31,1;28,4;82;11,8;1,2;4;320;2;6;0;0
16/02/2019;25,2;31;27,7;83;11,8;2,6;5;330;1;0;0;0
17/02/2019;24,6;30,6;27,3;86;46,3;3,1;6;340;2;4;0;0
20/02/2019;26,6;32,6;28,3;84;39,5;5,9;4;350;1;0;0;0
21/02/2019;26,8;31,8;28,6;80;0,2;2,2;4;50;2;3;0;0
22/02/2019;26;31,7;27,7;84;1,1;4,5;4;20;1;0;0;0
24/02/2019;25,2;31,6;28,5;80;9;8,7;3;30;2;2;0;0
25/02/2019;26,4;32,6;29,2;78;0;8,7;4;10;1;0;0;0
28/02/2019;27,1;32,8;29,2;80;4,8;7,6;5;20;2;0;0;0
01/03/2019;27;31,4;29;76;4;7,2;4;350;2;6;0;0
03/03/2019;25;30;27,2;84;21,4;2,6;4;310;1;0;0;0
04/03/2019;25;31,4;27,9;82;9,5;1;4;40;2;3;0;0
05/03/2019;23,8;30,8;27;85;130,3;7,4;8;270;2;0;0;1
06/03/2019;23,6;29,5;25,4;90;91,5;4,9;5;280;1;0;0;1
10/03/2019;25,2;31,8;28,5;77;0;5,6;5;280;2;8;0;0
11/03/2019;26,2;31,4;27,9;80;1,5;2,7;5;250;3;8;0;0
12/03/2019;25,6;31,8;27,1;84;0,2;3,4;4;300;1;0;0;0
13/03/2019;25;31,2;27,9;81;12,2;0;10;270;2;0;0;0
14/03/2019;24,6;31,8;27,6;78;4,6;2,6;3;300;2;8;0;0
15/03/2019;24,6;32,3;28,7;76;0;5,3;5;300;2;0;0;0
16/03/2019;26,2;33;28,7;72;0;7,7;5;260;3;8;0;0
17/03/2019;26,4;32;27,8;78;1;2,5;6;250;3;8;0;0
18/03/2019;25,8;32;28,2;77;4,9;1,3;6;270;3;8;0;0
19/03/2019;26,2;30,4;27,5;78;3,5;4;10;270;5;8;0;0
20/03/2019;26;31,5;28,6;79;0;0,3;4;270;2;8;0;0
22/03/2019;27;32,2;28,9;78;0;3,8;4;300;3;8;0;0
23/03/2019;27,2;34,2;29,7;73;1,5;9,7;8;280;5;8;0;0
25/03/2019;26,2;32,4;28,5;76;0;5,5;6;270;2;8;0;0
27/03/2019;26,1;32,4;28,4;82;3,5;10,8;4;150;2;0;0;0
29/03/2019;26,8;32,8;28,9;77;0,8;3,7;5;80;2;5;0;0
31/03/2019;26;32,4;29,3;78;2;6,3;4;20;1;0;0;0
02/04/2019;26,2;32,6;28,4;80;15,4;8,2;5;160;2;0;0;0
05/04/2019;27;33;28,8;82;3;7,8;5;20;2;0;0;0
06/04/2019;26,6;32,8;28,8;80;3,4;5;5;310;2;0;0;0
07/04/2019;26,8;33;28,9;80;0;7,8;5;40;2;0;0;0
08/04/2019;26,8;32,6;29,4;78;8,8;5,6;4;130;2;1;0;0
17/04/2019;26,6;32;28,9;79;4,4;8,6;4;20;1;0;0;0
19/04/2019;26,4;32,6;28,3;84;2,7;9,2;6;100;2;1;0;0
20/04/2019;25,2;30,8;27,8;82;13,5;6,4;4;270;1;0;0;1
22/04/2019;27;34,8;30,1;72;1;6,5;7;60;3;1;0;1
24/04/2019;27,6;30,8;27,9;87;0;7,9;4;70;1;0;0;0
25/04/2019;26,4;33,2;29,2;80;13,4;0;7;70;2;1;0;0
29/04/2019;26,8;31,2;28,9;80;0;4,1;5;40;2;3;0;0
30/04/2019;27;31;28,4;85;15,8;1,2;6;280;2;3;0;0
01/05/2019;27;32,2;28,9;76;5;1,6;7;280;4;8;0;0
05/05/2019;27;32,5;29,8;76;0;9,1;6;180;2;0;0;0
09/05/2019;28;32,6;29,1;77;2,5;7,1;6;20;2;3;0;0
11/05/2019;26;32,6;29;79;5,7;0,9;6;70;2;0;0;0
16/05/2019;27;32,8;29,4;78;0;5,3;5;140;2;6;0;0
19/05/2019;27;32,9;29,5;72;0;0,6;4;100;2;6;0;0
26/05/2019;28;33,6;30;72;0;9;4;60;2;0;0;0
28/05/2019;28;34,2;30,5;69;0;9,4;6;80;4;1;0;0
02/06/2019;28;32,4;29,6;76;0;0,5;5;40;2;0;0;0
08/06/2019;26;32,3;28,9;79;0,5;6,3;4;20;1;0;0;0
09/06/2019;27;32,6;29,3;76;0;3,2;6;70;2;1;0;0
12/06/2019;27;33;29,7;76;0;6,2;4;70;2;0;0;0
18/06/2019;26;33;28,8;70;0;6,6;6;150;3;1;0;0
28/06/2019;26;32,1;29,1;71;0;7,9;6;50;2;0;0;0
30/06/2019;26;32;28,5;73;0;8,7;5;40;3;6;0;0
03/07/2019;27;33,4;29,5;70;0;6,7;6;60;2;0;0;0
07/07/2019;27;33,2;29,2;73;0;9,4;9;100;4;6;0;0
08/07/2019;27;33,2;29,1;73;0;8,4;7;70;3;6;0;0
09/07/2019;27;31,6;28,7;76;0;8,8;5;90;3;1;0;0
13/07/2019;26;31,4;28,2;72;0;9,6;4;350;1;0;0;0
14/07/2019;26;31,4;28,4;72;0;6,7;7;40;3;6;0;0
15/07/2019;25;32,6;27,8;66;0;5,2;5;50;2;0;0;0
16/07/2019;25;32;27,6;70;0;9,7;5;40;2;1;0;0
18/07/2019;25;33,2;28,4;65;0;9;7;80;3;1;0;0
19/07/2019;25;33,4;29,7;67;0;9,6;8;130;3;1;0;0
23/07/2019;26;33,2;28,8;64;0;7,8;6;60;3;1;0;0
24/07/2019;26;32,4;28,7;66;0;9,8;6;70;2;0;0;0
29/07/2019;26;31,6;28,7;77;0;8,3;5;40;2;3;0;0
02/08/2019;22;32,5;28,7;71;0;9,8;7;50;2;3;0;0
03/08/2019;26;32;28,4;71;0;9,6;7;40;3;3;0;0
04/08/2019;26;33;28,3;66;0;4,4;5;10;2;3;0;0
07/08/2019;24;33;28;63;0;8,8;6;110;2;0;0;0
12/08/2019;26;32,6;28,6;69;0;7,9;5;80;2;6;0;0
13/08/2019;26;32,8;28,2;77;0;9,1;7;70;3;1;0;0
17/08/2019;27;31,8;28,8;74;0;5,7;4;40;2;3;0;0
18/08/2019;25;32,8;27,7;70;0;7,3;7;80;3;1;0;0
23/08/2019;26;31,2;28,2;76;0;6,7;6;40;2;3;0;0
31/08/2019;25;32,6;27,8;70;0;7,4;8;60;3;0;0;0
07/09/2019;26;33,4;28,7;71;0;2,9;5;120;3;1;0;0
09/09/2019;26;32,2;28,6;72;0;4,8;5;40;2;3;0;0
11/09/2019;25;34,4;28,5;66;0;10,2;7;80;2;0;0;0
12/09/2019;26;30,8;27,7;74;0;10,4;5;340;2;2;0;0
21/09/2019;26;32,2;28,9;66;0;9;5;140;2;0;0;0
22/09/2019;27;31,6;28,5;71;0;9,5;6;90;3;6;0;0
03/10/2019;27;32,8;29,3;70;0;8,2;6;80;2;0;0;0
04/10/2019;27;33;29,8;69;0;8,2;7;70;2;6;0;0
06/10/2019;27;32,1;28,9;65;0;10,1;5;10;2;0;0;0
07/10/2019;26;33,4;29,4;67;0;9,9;6;80;2;3;0;0
09/10/2019;26;33;29;76;1;9,5;5;60;2;3;0;0
16/10/2019;27;32,4;29,1;75;0;8,2;4;30;2;3;0;0
22/10/2019;27;33,8;30;68;0;9,6;5;350;2;3;0;0
26/10/2019;27;33;29,4;73;0;9,6;5;70;2;0;0;0
31/10/2019;27;32,8;29,8;69;0;9,3;5;10;2;2;0;0
01/11/2019;28;32,7;28,7;74;0;7,7;6;220;2;0;0;0
02/11/2019;26;33,6;29,2;70;29,1;6,5;5;30;2;5;0;0
06/11/2019;25;33,1;29,2;71;27,5;9,3;6;120;2;7;0;0
10/11/2019;27;32,6;29,5;72;0;9,6;4;40;2;3;0;0
11/11/2019;28;32,8;30;71;0;9,3;4;30;2;2;0;0
16/11/2019;27;33,4;29,9;70;0;9,6;5;20;2;3;0;0
20/11/2019;28;32,9;30,1;70;0;9,5;5;10;2;2;0;0
22/11/2019;27;33,2;29,9;73;0,3;6,2;4;320;1;0;0;0
26/11/2019;28;33;30;74;0;6,9;5;10;2;0;0;0
30/11/2019;27;32,1;28;82;2,1;7,1;5;340;2;0;0;0
02/12/2019;28;34;30,2;73;3,5;9,4;5;40;1;0;0;0
05/12/2019;25;32,3;29,4;78;10;9,6;7;310;2;4;0;0
07/12/2019;26;31;27,7;84;4,3;0,6;4;300;2;4;0;0
08/12/2019;25;31,8;28,3;83;11;0,2;5;300;2;0;0;0
10/12/2019;28;30,2;28,7;78;0;7,7;4;30;2;8;0;0
11/12/2019;27;32,6;28,5;74;0;2;6;30;2;0;0;0
13/12/2019;26;32,2;28,5;78;3,4;0;5;330;2;0;0;0
16/12/2019;28;31,2;29;80;0;6,1;4;270;2;8;0;0
17/12/2019;26;31,2;27,3;84;3,3;0,9;5;340;1;0;0;0
21/12/2019;27;31,6;29,6;76;0;8,1;4;330;2;8;0;0
22/12/2019;25;31,8;27,6;85;54;8,5;5;250;2;0;0;0
23/12/2019;26;32,4;28,4;81;5,5;5,6;5;190;2;0;0;0
24/12/2019;25;32,2;29;77;7,6;6,6;6;30;2;3;0;0
25/12/2019;25;30;26,6;93;102,5;8,5;5;270;1;0;0;0
27/12/2019;25;31,6;27,6;86;2,5;6,8;4;270;1;0;0;0
28/12/2019;25;30;27,5;83;50,2;4,8;3;270;1;0;0;0
29/12/2019;26;29,1;27,2;86;13,2;5,3;5;300;1;0;0;0
30/12/2019;26;32,2;29;79;1,2;0;5;340;2;0;0;0
31/12/2019;27;31;27,6;84;0;9,6;12;350;4;2;0;0
01/01/2020;25;29,5;27,4;88;146,1;3,1;7;320;3;8;0;1
02/01/2020;25,6;31,3;27,9;83;13,5;0;5;320;2;8;0;0
03/01/2020;25,8;30,8;28,6;79;0;7,3;6;350;3;4;0;0
04/01/2020;26,8;30,8;28,2;85;6,4;0,8;6;300;3;4;0;0
06/01/2020;25;30,5;27,2;87;54;0;7;310;3;8;0;0
07/01/2020;25,2;30,4;27,3;88;16,9;3,2;6;310;3;8;0;0
08/01/2020;25,4;30,2;28,1;80;0,2;4,7;7;300;3;4;0;0
10/01/2020;24,4;28,8;25,9;88;20,1;0;12;280;2;8;0;0
11/01/2020;24,2;30,8;26,6;86;21;0;7;270;3;8;0;0
12/01/2020;25,6;31,4;28,3;79;4,5;2,2;4;300;3;8;0;0
13/01/2020;26,2;29,7;27,4;87;0,4;10;7;270;3;4;0;0
14/01/2020;26,2;31,4;28,9;78;0,3;2,2;4;320;3;4;0;0
15/01/2020;25;31;28,2;82;35;8,5;3;270;1;0;0;0
17/01/2020;26,9;31,6;28,9;79;1,1;4;5;330;3;2;0;0
18/01/2020;25,2;30,4;27,4;84;23,5;9,1;3;300;2;0;0;0
19/01/2020;25,2;31,6;28,5;81;2,2;2,8;6;340;2;4;0;0
23/01/2020;25,8;31,2;28,1;86;10,6;7;5;330;2;4;0;0
24/01/2020;25,6;29,7;27;91;19,9;5,5;6;320;2;4;0;1
25/01/2020;25,6;29,6;27,5;87;112,3;0;5;300;2;4;0;0
26/01/2020;26,2;31,6;28,3;84;2;0,6;4;40;2;3;0;0
27/01/2020;26,2;31,5;28,9;80;1,5;8,1;4;320;2;3;0;1
30/01/2020;24,4;30,5;27,3;82;41,5;7,8;3;320;1;2;0;1
31/01/2020;25;29,8;28,5;82;0;3,3;5;320;2;4;0;1
01/02/2020;24,8;29,6;26,1;93;42,9;0,4;4;20;2;6;0;1
02/02/2020;24,6;30,2;26,7;90;86,1;0,2;3;280;1;0;0;1
03/02/2020;24,8;28,9;27;89;39,3;2,5;3;300;2;4;0;1
04/02/2020;25,2;30,3;26,9;86;38,6;1,3;4;280;2;0;0;1
05/02/2020;25,4;30,6;27,9;85;1,1;5,2;5;290;2;0;0;0
06/02/2020;26,2;28,6;27;90;1,8;2,7;5;300;3;8;0;0
09/02/2020;24,6;30,5;26,6;82;5,2;3,9;4;290;2;8;0;1
10/02/2020;25,8;32,6;28,6;76;10,4;0,7;6;270;2;8;0;0
12/02/2020;27;32,3;29,1;75;2,5;6,6;4;40;2;3;0;0
14/02/2020;27,4;29,4;27,8;84;0;2,6;5;360;1;0;0;0
15/02/2020;26,9;32;28,6;83;2,4;0,8;6;340;2;0;0;0
17/02/2020;25,8;31,4;27,8;84;21,6;2,2;5;310;2;0;0;0
18/02/2020;25,6;30,8;27,5;86;7,5;0,8;3;300;2;8;0;0
19/02/2020;25,6;30,8;27,6;84;6,5;6,1;6;310;3;4;0;0
20/02/2020;25,1;30,6;27,2;87;77,1;2,7;6;300;3;4;0;1
21/02/2020;24,6;31,6;28,1;84;36,1;2,5;5;330;2;4;0;0
22/02/2020;25;31,4;27,9;86;61,3;7,8;6;330;3;4;0;0
23/02/2020;25,4;31,3;28,7;82;27,2;6,5;6;300;4;4;0;1
27/02/2020;26,6;30,6;28,1;87;2,7;4,8;5;340;2;3;0;0
28/02/2020;25,4;30,6;27,7;87;60,9;0,3;3;330;1;0;0;1
29/02/2020;25,6;28,8;27,5;90;1,8;0;4;310;2;0;0;0
01/03/2020;26;29,8;27,6;89;22,1;0;6;280;2;2;0;1
02/03/2020;25,6;31,6;28,2;85;32,4;0;4;300;1;0;0;1
03/03/2020;26;32;28,8;80;1;7,9;4;320;2;4;0;0
04/03/2020;26,3;31,2;28,2;85;7,2;7,8;5;270;3;8;0;0
05/03/2020;26,1;31,2;28,1;79;0,6;1,7;5;270;3;8;0;0
06/03/2020;25,9;31,6;28,9;82;1,7;0;6;330;3;4;0;0
